timestamp,inlet_flow_A,inlet_flow_B,inlet_flow_C,inlet_conc_A,inlet_conc_B,inlet_conc_C,outlet_flow_1,outlet_flow_2,outlet_conc_1,outlet_conc_2,reactor_temperature,reactor_pressure,agitator_speed,reactant_feed_flow,reactant_feed_concentration
2024-01-30 01:00:00,14.051653602412337,6.672439044752507,7.044123857239053,0.3756900487514553,0.3381232633662244,0.575458278727728,2.9804245612276814,2.112307480065976,0.4619422899533853,0.3914037153439824,314.2503257819968,7.983496841428457,215.81468851464157,3.863119262085453,0.4403247662003708
2024-01-17 20:00:00,11.474976390718748,6.661104761129618,5.0708348057197945,0.5278209534622705,0.4768236941422879,0.2624313673101991,3.703492462439909,2.143468133198671,0.5243974894073645,0.4062078457627768,339.520403041376,7.713548669531344,186.3199826181226,3.442196245901504,0.4847065743358605
2024-01-19 21:00:00,8.001480670153425,4.261989217436227,6.51225481394336,0.2469709827319061,0.5194630124516251,0.4905515408875301,4.639218880888032,4.865899626663284,0.4666262896610481,0.3997856017466848,359.6287202283188,7.514128822415407,221.55583821369237,2.7747096597788565,0.432118216279642
2024-01-02 09:00:00,10.299814098409849,6.753331134061929,9.699158688481608,0.4319117970971857,0.5557145352576014,0.4649499115423173,4.786254149897677,2.0442051255840235,0.5517119706491029,0.4212473894663122,334.07089666526963,7.530923633388025,208.85462531399403,4.7772138023552255,0.4929186481241845
2024-01-20 06:00:00,12.04077126120365,15.30788186970022,8.677310267814407,0.2119765350319242,0.7926489839890484,0.36264963900742,10.554009404456766,6.787997448526524,0.4837458149305976,0.3775568639713935,373.5630583481829,7.504344348821025,197.88903573266973,2.80694838414942,0.4117884726135384
2024-01-22 19:00:00,7.627424758681451,9.236018247422455,5.312479163843406,0.4819116872392904,0.5903233653763656,0.0997403503287752,5.357447876344721,3.074875016160165,0.5351222496066835,0.4182379603314876,340.52948532619604,7.35021323967961,174.81465654496876,5.724476526997639,0.4926329917099948
2024-02-02 10:00:00,7.663273915561701,11.927645564512614,6.5770132062362165,0.2878153608031649,0.6452247211018607,0.2666725892005991,4.90596150698498,1.8190912722718235,0.4797603264039557,0.3777336005801239,303.40931292261854,7.227969699939118,190.4646173987058,5.1471431835491614,0.4414326922794731
2024-01-15 14:00:00,10.3830927451389,8.400582491475534,6.077140671694725,0.1732818188299872,0.4271831862874297,0.2873989506848573,3.565057925996954,0.7548006811486808,0.3926428183592742,0.3141805426820465,320.1924326965842,8.19461933027652,176.34805421198016,5.0119958645027,0.3523330369909553
2024-01-04 09:00:00,7.711678699520495,8.330867999399176,8.767893240633027,0.3158385736590823,0.3146761487512056,0.2580574559928178,9.35212323422784,4.227513862166521,0.4238841590807776,0.3205329584515817,348.31396997483665,7.207426566898118,193.96291109720391,3.295134222396908,0.3480829832266459
2024-01-06 17:00:00,6.118889636719204,6.951659354852335,6.455664731020473,0.345841995792832,0.4023474958594284,0.5160366434552264,1.151024624873206,0.5,0.4911812673631257,0.4484393576356705,331.41662802928283,7.485872363534996,199.97327578788384,2.6319758678677805,0.4901444782121597
2024-01-13 01:00:00,11.450392036969204,9.11225200723201,5.836081192038842,0.2548938847237678,0.4094234925736599,0.6697440112757512,5.778988901441444,0.5103807881224501,0.5447378530649286,0.4603973783160407,327.6780933098798,7.402167639678741,224.3600241704196,4.215088452259028,0.5372805208117949
2024-01-10 21:00:00,7.67077046479124,10.278418763404456,7.759469757231677,0.160349822908153,0.4773885550848643,0.4927359636855247,7.999522166880063,7.585446305779811,0.4369738623262011,0.4386037318838672,370.7200118550325,7.532359718927502,222.1330816256222,3.453840896428648,0.404200901309707
2024-01-14 02:00:00,5.183961340580222,8.26395214326141,8.240413534918206,0.1103274216265913,0.3638317221028993,0.1124513890606585,6.9167019139546575,9.078425793805163,0.3031901751591899,0.235429574489386,354.1839874283996,7.044258275074215,169.08919124250338,3.829806800820628,0.2275664537549018
2024-01-25 07:00:00,6.64755627881103,4.768200938965278,6.195170373028207,0.4976934909786814,0.3325537989890911,0.2036437218667716,0.5,0.5,0.4473436934594525,0.3055102340941093,314.82656124832187,7.648428204660108,183.18514857190988,2.098656789172119,0.4162792576470588
2024-02-11 05:00:00,12.78086049889406,9.98109432005852,6.167114797831923,0.5123068862779562,0.3284598861254312,0.3812597449669614,5.658581982566629,2.752571744000096,0.529039365974252,0.4117301463206779,300.0,7.543564273018707,204.14167282376383,5.456479772324067,0.4828898572009595
2024-01-03 11:00:00,5.466793054593885,9.152747090298377,8.350911661198833,0.6024157128745923,0.620614646251913,0.7503369330629539,6.112756555476572,4.7764667691534415,0.6745238866252274,0.6094674217856503,369.0994114061328,7.511582202771093,246.39537371390136,3.3845593821255155,0.7161103260659074
2024-01-18 20:00:00,14.638988238142652,5.144102756050354,7.469719485123187,0.2039081084746538,0.7986576981814314,0.3982002435278237,6.417622479534214,5.022961555323258,0.546125034161276,0.4853555807158295,342.340604578888,7.378348815952074,208.26358412945228,3.888125180744401,0.5009540599035944
2024-01-02 15:00:00,11.367011804393714,6.917879635736004,4.606429406878554,0.3610715380255984,0.2015822381079323,0.2973362893201217,7.135084457104954,4.541672941278874,0.4245940360499749,0.3482469400266995,348.1449035178918,7.6340430109602,180.27415410832043,4.384438405587803,0.3876650331106953
2024-01-26 17:00:00,8.061188849639485,8.797080862003348,6.968130689780694,0.0432454400902612,0.3691923662222839,0.6618689462160906,0.5,0.5,0.4209821403095532,0.3935688111927525,309.4118478043717,7.907201992413587,217.97571573665965,3.066733035809455,0.3761027496660817
2024-01-23 06:00:00,8.961495676392666,8.613502507996667,9.737186812638916,0.363831697926754,0.3501035062913294,0.1794786194953901,6.5426216684202565,4.029042029346464,0.4876482061631585,0.3529100802363207,356.3460560418111,7.467610235262172,168.50718081167986,3.8667271993676287,0.4102189391334944
2024-01-24 23:00:00,10.165522937401162,6.770723712187871,6.821358968318394,0.4731713570586881,0.7804310086534569,0.4146243083029446,8.18472805455492,2.4815202232619327,0.6613551117660468,0.5305813249652311,345.8211022979066,8.143549941990912,209.6224691022052,3.286748476783388,0.5966158512916633
2024-01-12 13:00:00,11.937603411648112,9.244720303540255,7.55265351483618,0.1818234276136187,0.2420998492381056,0.2569769232821089,8.599561440971822,3.313052555525349,0.3275877613903682,0.2469880610990239,321.5374281130812,8.345510241396967,165.74461058624894,5.521527240946472,0.2682704151015241
2024-01-16 17:00:00,6.911868324524811,9.08563827937431,5.025643708282993,0.3225271039182487,0.444248881365447,0.2289928542487506,4.495781855072613,0.5,0.3968852249912762,0.3310669972603242,309.6250602326807,7.633841308490774,162.23832963373306,3.3934089193317405,0.371507712669002
2024-02-07 12:00:00,11.921381486187036,12.275526994093228,10.354473205760955,0.2386048738658138,0.4394740048347871,0.1247202871857726,6.505018151322543,4.9971640217631705,0.4069721041557912,0.2688043311539889,349.33028994393266,8.327781065541485,149.88605514821376,4.9639478151342,0.2695588999642212
2024-01-12 11:00:00,14.940289532077232,5.201010094785563,7.302617328825127,0.3311276196758753,0.6993836764636114,0.3910362444340181,4.835177181479393,0.5,0.5077928191965154,0.4393454845637589,325.7098355814404,7.571675322903108,200.34305141335057,2.996410083568096,0.5111858936222221
2024-01-10 19:00:00,10.164600086510134,7.343501427776574,6.551474801141924,0.1977084023863158,0.4293739758165324,0.1831629270076243,7.378620288948033,7.647532416160216,0.3731351501492437,0.3122485974441268,366.1277564403734,7.835500054893862,179.85358944789527,3.7964229234501694,0.2804700267163426
2024-01-09 00:00:00,6.628610982703126,5.930993845234346,6.02960055665342,0.2468207703088902,0.4186841091125781,0.4161228862032649,5.918989179083644,0.5,0.4910870754359314,0.4099819934922507,344.3951349460798,8.159471112180755,195.7307390614775,1.0,0.4655888029119515
2024-01-06 16:00:00,9.70269686689865,9.797856985253905,8.534471177293343,0.130323675314297,0.4802002748571811,0.5836064618309341,3.073129632404899,0.5,0.4152759743692397,0.3825364876580031,334.079381322476,7.562603952451955,215.17699602690143,3.740651173692248,0.3809665684740565
2024-01-10 02:00:00,7.019901400144214,7.746879944273718,5.595165523873845,0.4449151844268821,0.4527595696124479,0.4324320147288902,2.718363183057517,0.5,0.5507418265578697,0.4597377611082221,319.066086853469,7.740236183003432,222.18447813968663,3.30821014316546,0.5388152582413925
2024-01-18 00:00:00,10.735240924201182,3.497094204875133,6.081308276899374,0.5860633741983587,0.4344397366522632,0.3930472096752823,0.5,2.206259129399587,0.5634706408910513,0.4394138374452659,328.2640685789698,7.043523728454699,201.8348509805846,3.561067804397873,0.5456211126019901
2024-01-16 02:00:00,12.628335708770145,10.663657618094758,6.774010001593469,0.0551665486108564,0.1795422539650786,0.5566441578422395,7.539036177978971,0.5,0.3394163101935529,0.2802999932505412,309.745074384874,7.168697891869517,204.1458143686037,4.179580479246932,0.316689171946854
2024-01-11 19:00:00,10.58558314004082,7.764187361511136,5.512016801841583,0.0992798795678321,0.370515350404732,0.2589588946229431,6.225839106578265,1.7799999393560126,0.3132782726796447,0.2181203651917006,335.96873170949164,7.568202449969766,173.52819440616565,3.782742280990704,0.1999780877620963
2024-01-16 11:00:00,21.66578043603401,10.617042474101089,5.682223683972605,0.1804793807291596,0.2058443848177434,0.187974093948305,3.5305195971673693,4.6851926571831335,0.2993081590474847,0.2830431741472278,309.9494158553369,8.229961041668659,155.81710792466194,5.360836704877011,0.2750488454213454
2024-01-13 06:00:00,10.0425850665458,6.647101006285963,5.697771382870212,0.1594936378681658,0.2535374438526387,0.6651962400663424,3.5641553000154924,2.0233884259618287,0.4410393969593535,0.3813691370640332,328.30488077425235,7.069472458722075,237.0722555670472,3.850260802806218,0.3967064683408001
