timestamp,inlet_flow_A,inlet_flow_B,inlet_flow_C,inlet_conc_A,inlet_conc_B,inlet_conc_C,reactor_temperature,reactor_pressure,agitator_speed,reactant_feed_flow,reactant_feed_concentration,outlet_flow_1,outlet_flow_2,outlet_conc_1,outlet_conc_2
2024-01-01 00:00:00,7.7074409060729385,7.550724640421157,6.14936319101116,0.2278756962659894,0.38452826508834864,0.25436427183811006,332.3026342176331,7.714842480357409,175.62351979399398,3.3628563868514316,0.3211731090076847,3.2673465287260757,0.5,0.34835248556113774,0.3622577379986665
2024-01-01 01:00:00,12.567878196810614,6.863306141027922,11.074477832496653,0.2006183628911393,0.3467855083536574,0.4205452417004793,333.66047028991255,8.261041204141012,205.09771940398346,4.967410374829894,0.33451026408923773,3.99802778786907,2.202774832686062,0.3665632015940817,0.3161847273563474
2024-01-01 02:00:00,9.999133029870144,10.293849007152495,7.287361047342493,0.3834090088912437,0.4196351811105619,0.40993831220458277,334.8775365279566,7.693761524566624,209.22138560190305,3.412835243846878,0.4376911932491985,8.413575198211813,2.758389627043769,0.5071676270671577,0.38803447609207303
2024-01-01 03:00:00,9.310363468152916,7.476603140593098,9.199021995564769,0.4665049147114983,0.5086294778126998,0.18860512208452124,335.2863211033241,7.657029258584787,190.12225984185562,3.1909671094178464,0.43512042505387444,2.435630205983705,1.9143398860857586,0.5230364676497894,0.3664809526943295
2024-01-01 04:00:00,9.916515306240905,7.365670426120395,7.0426846369608205,0.16395396151297453,0.48096159241633885,0.20968599783860345,335.531117649136,7.874484395311559,173.89636703742036,4.289581888574032,0.27896983563677946,1.6878598395970972,2.5143788690717774,0.3758958067999969,0.2916592148187765
2024-01-01 05:00:00,10.973681175296807,8.43833672355625,7.498019411057666,0.49242045601894346,0.2914696247318706,0.2272696704915479,335.96710839713455,7.789304666082396,185.09755118709126,4.817199449244036,0.4665639487204402,7.602648953562613,1.3922896062327825,0.49978574121288544,0.4241271665626459
2024-01-01 06:00:00,12.303923672445423,14.051711126793933,6.571088657305735,0.19681220527409093,0.4783609089379578,0.39090365873102256,333.35591853536175,8.033920131747657,209.1173160509362,4.276929035993392,0.3417676678085246,3.5020717743294254,1.0186277414320757,0.3770486295673649,0.3351589964724146
2024-01-01 07:00:00,7.818209133809493,5.299383580276013,7.679717194266289,0.2121660239193176,0.3046764511317797,0.4712940145575457,331.8029153652333,7.991463601831041,214.30294616195923,3.70380502354484,0.3418953236678942,4.330387532323853,0.9702599391279643,0.39670178760417174,0.324419978031312
2024-01-01 08:00:00,7.683165395510653,10.337102769973182,7.6902910064086,0.09155440681826733,0.17474501012666493,0.6702944454929475,330.38795133648233,8.19445466640002,241.73978807125098,2.8152510204611567,0.30594064823966954,6.426078652141809,0.5,0.3720982729511487,0.280745733498421
2024-01-01 09:00:00,13.871626904985979,4.362223225940815,6.122455263306515,0.6535869399504189,0.4528918601567046,0.7199900835645551,331.0230595895636,8.567106664205676,250.00675141372994,4.8949563526443125,0.6901897483778499,1.9399998128779865,4.414517359954534,0.6940773932337729,0.585430918829518
2024-01-01 10:00:00,8.945748475270141,8.45532651839893,6.995020486840341,0.26856494594492925,0.45865832712331267,0.3102612296112021,330.80422623357333,8.522679818016611,202.22275564120392,3.295749120011641,0.35182330758273606,2.9522883750701348,1.8913451561154062,0.4280224902394954,0.3301480203867586
2024-01-01 11:00:00,6.6404378174465775,12.852776495693645,6.444101656685206,0.2174493082350571,0.23055916915520325,0.24540500549006516,329.89813336348726,7.95588119317994,186.58388082232085,4.13325047175198,0.307058038764133,6.230309137356788,0.7859399066835231,0.39582904937536867,0.2917679073974413
