feature_0,feature_0_type,feature_0_mean,feature_0_std,feature_1,feature_1_type,feature_1_mean,feature_1_std,feature_2,feature_2_type,feature_2_mean,feature_2_std,feature_3,feature_3_type,feature_3_mean,feature_3_std,feature_4,feature_4_type,feature_4_mean,feature_4_std,feature_5,feature_5_type,feature_5_mean,feature_5_std,feature_6,feature_6_type,feature_6_mean,feature_6_std,feature_7,feature_7_type,feature_7_mean,feature_7_std
92.94611061907642,uniform,49.85684610199333,28.846495259758306,51.411990200587,exponential,18.764329723224648,19.252828875902093,2.0062097116413504,bimodal,45.333680369748656,22.4399468737806,55.69112494360921,lognormal,52.119696540455244,51.842871700830266,44.18073185444872,beta,42.896050770238965,12.104143196653373,56.95080123164651,gamma,33.7525048295299,14.379864376882834,8.882507527629027,chiSquared,18.920258011283682,13.82949931690853,22.523224842585122,weibull,29.253358878606594,19.94756435424934
33.65577398628522,uniform,49.85684610199333,28.846495259758306,18.962006319583736,exponential,18.764329723224648,19.252828875902093,49.46323979587053,bimodal,45.333680369748656,22.4399468737806,117.23285098272376,lognormal,52.119696540455244,51.842871700830266,28.508841986269978,beta,42.896050770238965,12.104143196653373,42.68320931080151,gamma,33.7525048295299,14.379864376882834,6.415001266716221,chiSquared,18.920258011283682,13.82949931690853,18.541331654595066,weibull,29.253358878606594,19.94756435424934
73.08589609727235,uniform,49.85684610199333,28.846495259758306,6.359839149897964,exponential,18.764329723224648,19.252828875902093,36.32463423147642,bimodal,45.333680369748656,22.4399468737806,17.20110987225692,lognormal,52.119696540455244,51.842871700830266,50.5146647294935,beta,42.896050770238965,12.104143196653373,58.23944689148618,gamma,33.7525048295299,14.379864376882834,23.60240088704515,chiSquared,18.920258011283682,13.82949931690853,26.355753586775172,weibull,29.253358878606594,19.94756435424934
82.03358596608832,uniform,49.85684610199333,28.846495259758306,70.05960936730051,exponential,18.764329723224648,19.252828875902093,71.4391946712252,bimodal,45.333680369748656,22.4399468737806,92.482495068734,lognormal,52.119696540455244,51.842871700830266,40.13251293139171,beta,42.896050770238965,12.104143196653373,16.56104670507243,gamma,33.7525048295299,14.379864376882834,11.474758615565964,chiSquared,18.920258011283682,13.82949931690853,93.44577650186137,weibull,29.253358878606594,19.94756435424934
61.42989255760496,uniform,49.85684610199333,28.846495259758306,2.459924816408833,exponential,18.764329723224648,19.252828875902093,33.62400336720799,bimodal,45.333680369748656,22.4399468737806,15.667228376781695,lognormal,52.119696540455244,51.842871700830266,29.836760226151625,beta,42.896050770238965,12.104143196653373,27.53959716031515,gamma,33.7525048295299,14.379864376882834,9.241582184768074,chiSquared,18.920258011283682,13.82949931690853,56.464184459901325,weibull,29.253358878606594,19.94756435424934
46.67672726682708,uniform,49.85684610199333,28.846495259758306,1.5015085794485916,exponential,18.764329723224648,19.252828875902093,35.49329127508811,bimodal,45.333680369748656,22.4399468737806,76.56603120769265,lognormal,52.119696540455244,51.842871700830266,43.244137756533966,beta,42.896050770238965,12.104143196653373,62.62684244384805,gamma,33.7525048295299,14.379864376882834,35.35612435158608,chiSquared,18.920258011283682,13.82949931690853,19.015398355726195,weibull,29.253358878606594,19.94756435424934
0.4965585189221744,uniform,49.85684610199333,28.846495259758306,53.73821856238315,exponential,18.764329723224648,19.252828875902093,59.737611028040874,bimodal,45.333680369748656,22.4399468737806,20.117531145244094,lognormal,52.119696540455244,51.842871700830266,51.63409767918573,beta,42.896050770238965,12.104143196653373,34.78567587918333,gamma,33.7525048295299,14.379864376882834,7.157210358851263,chiSquared,18.920258011283682,13.82949931690853,5.955542000330449,weibull,29.253358878606594,19.94756435424934
95.78592241964122,uniform,49.85684610199333,28.846495259758306,8.22873331708222,exponential,18.764329723224648,19.252828875902093,70.40854911624587,bimodal,45.333680369748656,22.4399468737806,10.477991998805699,lognormal,52.119696540455244,51.842871700830266,47.16614952002375,beta,42.896050770238965,12.104143196653373,36.34206823270601,gamma,33.7525048295299,14.379864376882834,10.094378049952555,chiSquared,18.920258011283682,13.82949931690853,55.29566490458288,weibull,29.253358878606594,19.94756435424934
8.65846732665726,uniform,49.85684610199333,28.846495259758306,1.685217326055413,exponential,18.764329723224648,19.252828875902093,27.402900180447197,bimodal,45.333680369748656,22.4399468737806,24.131241354802125,lognormal,52.119696540455244,51.842871700830266,58.80274629031952,beta,42.896050770238965,12.104143196653373,32.952322747699526,gamma,33.7525048295299,14.379864376882834,34.70482697965838,chiSquared,18.920258011283682,13.82949931690853,30.82580313010506,weibull,29.253358878606594,19.94756435424934
0.7198579908549552,uniform,49.85684610199333,28.846495259758306,7.116678921168425,exponential,18.764329723224648,19.252828875902093,38.5147187514488,bimodal,45.333680369748656,22.4399468737806,66.54183493494914,lognormal,52.119696540455244,51.842871700830266,55.51297552127459,beta,42.896050770238965,12.104143196653373,19.25777627861986,gamma,33.7525048295299,14.379864376882834,16.089275807552813,chiSquared,18.920258011283682,13.82949931690853,11.691114008630608,weibull,29.253358878606594,19.94756435424934
